id_carro,modelo_carro,preco,cod_marca
929,Explorer Sport Trac,$52933.11,17
930,F-Series Super Duty,$69896.46,17
931,Taurus X,$71363.93,17
932,Thunderbird,$70430.93,17
933,Durango,$63548.46,14
934,Town & Country,$86334.87,11
935,Nubira,$58489.84,13
936,Prius,$73464.24,54
937,Legacy,$48584.87,52
938,MR2,$99005.49,54
939,XLR-V,$75537.75,9
940,S4,$48591.09,3
941,Compass,$51130.23,26
942,Econoline E350,$89277.64,17
943,Sonata,$52683.28,22
944,MX-3,$88121.11,36
945,Intrepid,$72083.84,14
946,Escalade EXT,$51743.86,9
947,Passport,$52775.26,20
948,Avalanche,$78939.36,10
949,Charger,$48858.04,14
950,S80,$73339.46,56
951,Impreza,$58821.12,52
952,A8,$87958.17,3
953,S6,$72503.93,3
954,E350,$54553.12,17
955,Armada,$79885.72,40
956,Town Car,$46890.70,31
957,V70,$49275.94,56
958,Club Wagon,$56998.43,17
959,S80,$61673.58,56
960,Cavalier,$97723.68,10
961,GS,$56942.32,30
962,Quattroporte,$79809.92,34
963,8 Series,$86688.39,5
964,Bonneville,$47681.61,43
965,HS,$69938.23,30
966,JUKE,$56028.50,40
967,2500,$94757.80,10
968,Continental,$76034.76,31
969,Tempo,$65676.19,17
970,Azure,$97219.89,6
971,Grand Am,$61297.47,43
972,Town & Country,$49725.59,11
973,Pajero,$78511.50,39
974,X-Type,$73185.21,25
975,LeSabre,$69504.66,8
976,LX,$85210.49,30
977,Sebring,$55144.64,11
978,Diablo,$85006.65,28
979,Mini,$97897.86,4
980,Roadmaster,$86167.54,8
981,S4,$68060.13,3
982,A6,$93015.87,3
983,Veyron,$96250.93,7
984,Tempo,$57301.34,17
985,Challenger,$51111.83,39
986,Cougar,$99169.86,38
987,RX Hybrid,$59272.94,30
988,Cabriolet,$66728.37,55
989,Capri,$70110.93,38
990,SLK-Class,$74734.71,37
991,Express 1500,$92341.67,10
992,Canyon,$95779.17,18
993,MX-5,$70839.71,36
994,300ZX,$75399.51,40
995,Sable,$57648.78,38
996,Mariner,$66392.52,38
997,CL,$81133.01,1
998,E-Class,$96084.19,37
999,Aurora,$60616.17,41
1000,Aveo,$51036.12,10
